device_id,timestamp,sdk_timestamp,temperature,humidity,created_at
dd07bb40-ba9e-465c-93be-d67db204dce4,1640365150,1640365150,22.3,57,2021-12-24 17:01:12 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640365090,1640365090,22.3,57,2021-12-24 17:01:12 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640365030,1640365030,22.2,55,2021-12-24 16:57:31 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364970,1640364970,22.2,55,2021-12-24 16:57:31 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364910,1640364910,22.1,55,2021-12-24 16:57:31 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364850,1640364851,22.3,57,2021-12-24 16:57:31 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364790,1640364790,22.2,55,2021-12-24 16:54:12 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364730,1640364730,22.3,57,2021-12-24 16:54:12 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364670,1640364670,22.1,55,2021-12-24 16:54:12 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364610,1640364610,22.1,55,2021-12-24 16:50:30 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364550,1640364550,22.2,55,2021-12-24 16:50:30 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364490,1640364490,22.1,56,2021-12-24 16:50:30 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364430,1640364430,22.3,57,2021-12-24 16:50:30 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364370,1640364370,22.2,55,2021-12-24 16:47:10 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364310,1640364310,22.2,55,2021-12-24 16:47:10 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364250,1640364250,22.2,55,2021-12-24 16:47:10 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364190,1640364190,22.3,57,2021-12-24 16:43:29 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364130,1640364130,22.2,55,2021-12-24 16:43:29 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364070,1640364071,22.2,55,2021-12-24 16:43:29 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640364010,1640364010,22.2,55,2021-12-24 16:43:29 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363950,1640363950,22.2,55,2021-12-24 16:40:09 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363890,1640363890,22.2,55,2021-12-24 16:40:09 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363830,1640363830,22.3,56,2021-12-24 16:40:09 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363770,1640363770,22.3,56,2021-12-24 16:36:27 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363710,1640363711,22.3,56,2021-12-24 16:36:27 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363650,1640363650,22.3,57,2021-12-24 16:36:27 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363590,1640363590,22.3,56,2021-12-24 16:36:27 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363530,1640363530,22.3,56,2021-12-24 16:33:08 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363470,1640363470,22.1,55,2021-12-24 16:33:08 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363410,1640363410,22.2,55,2021-12-24 16:33:08 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363350,1640363350,22.3,56,2021-12-24 16:29:26 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363290,1640363290,22.3,56,2021-12-24 16:29:26 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363230,1640363230,22.2,55,2021-12-24 16:29:26 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363170,1640363170,22.4,56,2021-12-24 16:29:26 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363110,1640363110,22.3,56,2021-12-24 16:26:06 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640363050,1640363050,22.2,55,2021-12-24 16:26:06 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362990,1640362990,22.4,56,2021-12-24 16:26:06 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362930,1640362930,22.3,55,2021-12-24 16:22:24 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362870,1640362870,22.5,56,2021-12-24 16:22:24 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362810,1640362810,22.4,55,2021-12-24 16:22:24 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362750,1640362750,22.5,55,2021-12-24 16:22:24 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362690,1640362690,22.6,55,2021-12-24 16:19:05 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362630,1640362630,22.6,55,2021-12-24 16:19:05 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362570,1640362571,22.4,55,2021-12-24 16:19:05 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362510,1640362510,22.7,55,2021-12-24 16:15:23 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362450,1640362450,22.5,55,2021-12-24 16:15:23 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362390,1640362390,22.2,54,2021-12-24 16:15:23 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362330,1640362330,22.4,55,2021-12-24 16:15:23 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362270,1640362270,22.5,54,2021-12-24 16:12:03 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362210,1640362211,22.6,55,2021-12-24 16:12:03 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362150,1640362150,22.4,55,2021-12-24 16:12:03 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362090,1640362090,22.5,54,2021-12-24 16:08:22 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640362030,1640362030,22.6,54,2021-12-24 16:08:22 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361970,1640361971,22.7,54,2021-12-24 16:08:22 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361910,1640361910,22.7,54,2021-12-24 16:08:22 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361850,1640361851,22.7,53,2021-12-24 16:05:02 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361790,1640361790,22.8,53,2021-12-24 16:05:02 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361730,1640361731,22.8,53,2021-12-24 16:05:02 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361670,1640361670,22.8,53,2021-12-24 16:01:21 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361610,1640361610,22.7,53,2021-12-24 16:01:21 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361550,1640361551,22.9,53,2021-12-24 16:01:21 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361490,1640361491,22.9,53,2021-12-24 16:01:21 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361430,1640361431,22.9,52,2021-12-24 15:58:01 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361370,1640361371,22.7,52,2021-12-24 15:58:01 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361310,1640361310,22.8,52,2021-12-24 15:58:01 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361250,1640361251,22.8,52,2021-12-24 15:54:19 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361190,1640361191,22.7,52,2021-12-24 15:54:19 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361130,1640361131,22.9,52,2021-12-24 15:54:19 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361070,1640361071,22.8,52,2021-12-24 15:54:19 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640361010,1640361011,22.9,52,2021-12-24 15:50:59 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360950,1640360951,22.9,52,2021-12-24 15:50:59 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360890,1640360891,23.0,51,2021-12-24 15:50:59 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360830,1640360831,23.0,51,2021-12-24 15:47:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360770,1640360770,23.0,51,2021-12-24 15:47:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360710,1640360711,23.1,52,2021-12-24 15:47:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360650,1640360651,23.0,51,2021-12-24 15:47:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360590,1640360591,23.0,52,2021-12-24 15:43:58 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360530,1640360531,23.0,51,2021-12-24 15:43:58 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360470,1640360471,23.2,52,2021-12-24 15:43:58 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360410,1640360411,23.2,52,2021-12-24 15:40:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360350,1640360351,23.3,52,2021-12-24 15:40:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360290,1640360291,23.3,51,2021-12-24 15:40:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360230,1640360231,23.4,52,2021-12-24 15:40:18 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360170,1640360171,23.1,51,2021-12-24 15:36:55 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360110,1640360111,23.4,52,2021-12-24 15:36:55 UTC
dd07bb40-ba9e-465c-93be-d67db204dce4,1640360050,1640360051,23.4,52,2021-12-24 15:36:55 UTC
